id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
707956417226056273,Hip Fremont suite with Sauna and hammock,9167897,Derik,Other neighborhoods,Fremont,47.65493,-122.34883,Entire home/apt,152,1,137,2024-09-18,5.52,2,148,72,STR-OPLI-22-000260
707983518389265205,Cozy Ballard Townhouse Newly Restored 700sqf 1BR,453078441,Nancy I,Ballard,Whittier Heights,47.681,-122.37642,Entire home/apt,187,2,29,2024-09-17,1.23,1,363,15,STR-OPLI-22-001435
708131509387023049,Heart of Queen Anne|Spacious & Cozy 3BR/2BA Home,398317720,Joanne,Queen Anne,North Queen Anne,47.63965,-122.36659,Entire home/apt,290,1,111,2024-08-26,4.49,68,32,43,STR-OPLI-22-001443
708650682038184600,Private room in beautiful modern Ballard house,109271272,Joe,Ballard,Loyal Heights,47.68965,-122.37822,Private room,,31,0,,,1,0,0,
708762220887371033,Modern 3 br townhouse near downtown,454028022,Ken,Beacon Hill,North Beacon Hill,47.58867,-122.31116,Entire home/apt,262,3,122,2024-09-05,4.95,1,118,54,STR-OPLI-24-000275
709307811528905806,"Relaxing Condo in Entertainment Hub, Capitol Hill!",11605738,Collin,Capitol Hill,Broadway,47.62688,-122.31915,Entire home/apt,140,1,199,2024-09-16,8.25,2,155,92,STR-OPLI-22-001461
709429717354479499,Charming 2-BR home w/ fireplace & outdoor space,63819742,Cailin,Other neighborhoods,Wedgwood,47.69408075032203,-122.28699398616166,Entire home/apt,144,2,2,2024-07-21,0.50,1,211,2,STR-OPLI-23-001493
709850914816092832,"Blueground | Ballard, bbq & lounge, nr zipcar",107434423,Blueground,Ballard,West Woodland,47.6691993,-122.3740343,Entire home/apt,235,31,0,,,321,338,0,
710109203725165121,Admiral Guesthouse AC/King bed 90 walk score!,18762072,Tony,West Seattle,North Admiral,47.573565671399564,-122.38867193869247,Entire home/apt,,2,4,2024-07-28,0.27,3,0,2,STR-OPLI-22-001331
710219525056351327,Alki Beach House-w/ parking!,108500308,Tom,West Seattle,Alki,47.57722384336095,-122.41267899073792,Entire home/apt,242,30,76,2024-09-02,3.25,1,77,39,STR-OPLI-22-000707
711035924540877511,West Seattle 2 bdrm close to the beach & dining!,64353590,Tauschia,West Seattle,North Admiral,47.58362,-122.39361,Entire home/apt,144,30,14,2024-08-20,0.75,1,167,9,STR-OPLI-22-000565
711160019167974737,Stunning Queen Anne 4B3B w/ Lake Views & Rooftop,25110157,Eva And Sid,Queen Anne,East Queen Anne,47.6383354,-122.3439489,Entire home/apt,412,2,98,2024-09-19,3.97,31,82,46,STR-OPLI-20-000274
711166815075536668,"Spotless relaxing AC/King Bed, walk everywhere",18762072,Tony,West Seattle,North Admiral,47.57378,-122.38751,Entire home/apt,198,2,54,2024-09-19,2.23,3,2,30,str-opli-22-001331
711620714708754699,King Bed Private Suite - Seattle North Ballard,407896933,Shuang,Other neighborhoods,Crown Hill,47.69975,-122.36798,Entire home/apt,99,1,241,2024-09-17,9.96,1,2,112,STR-OPLI-22-001041
711767555580560544,Spend the Holidays in Columbia City,472057,Jess,Rainier Valley,Columbia City,47.5538,-122.28398,Entire home/apt,161,3,5,2023-09-29,0.21,1,232,1,STR-OPLI-22-001458
711780826570299651,"Modern, Spacious Townhome w/Hot Tub & Rooftop Deck",478750972,Jon,Central Area,Atlantic,47.59767,-122.29957,Entire home/apt,350,2,67,2024-08-26,2.80,1,147,30,STR-OPLI-22-001247
711883120782213443,"Cozy, pet-friendly, 2 bedroom suite in S. Seattle",185500340,Debbie,Rainier Valley,Columbia City,47.54928,-122.27412,Entire home/apt,105,30,2,2024-07-31,0.12,1,118,1,
712094726540312036,"Blueground | Downtown, gym, nr dining & shops",107434423,Blueground,Downtown,Central Business District,47.6090514,-122.3384516,Entire home/apt,268,31,0,,,321,171,0,
712196699605987191,Majestic Mountain View Near Beach w/ Big Backyard,35416850,Pedro,Other neighborhoods,Broadview,47.71247,-122.35794,Entire home/apt,176,2,43,2024-09-11,1.88,1,353,21,STR-OPLI-22-001750
712321511471178660,"Bright, Open 1-bedroom Home with office",161070422,Devin,Beacon Hill,North Beacon Hill,47.57095283065608,-122.31228495428803,Entire home/apt,105,1,68,2024-09-12,2.95,5,41,36,STR-OPLI-22-000760
712476624833626623,"Ballard Urban Farmhouse, 2 bdrm home, dog friendly",14765995,Nicole,Ballard,Adams,47.67543135576012,-122.38349593121337,Entire home/apt,251,4,51,2024-09-02,2.10,2,122,23,STR-OPLI-21-000232
713046596588690410,Magnificent Magnolia - 1br/1ba,1213397,Bob,Magnolia,Briarcliff,47.65273746590812,-122.41251374294838,Entire home/apt,87,40,0,,,1,231,0,
713118352949781858,Zouthern Exposure at the Top of the World,6137030,Stephen,Other neighborhoods,Phinney Ridge,47.67637,-122.3579,Private room,420,1,0,,,5,23,0,STR-OPLI-21-001075
713924083610192334,Cozy Downtown Penthouse Condo / Space Needle View,479127481,Tetiana,Downtown,Belltown,47.61749622237262,-122.34630279242992,Entire home/apt,161,1,92,2024-09-19,4.15,1,163,51,str-OPLI-22-001850
713968536411682057,Greenlake roosevelt light rail greenlake room,28379912,Daniel James Rogers,Other neighborhoods,Green Lake,47.67671,-122.32478,Private room,85,30,3,2024-05-20,0.16,19,152,1,
713985335932849093,The Mulberry | W. Seattle | Modern Guest Suite,8146482,Amy,Delridge,North Delridge,47.56109,-122.36242,Entire home/apt,155,1,82,2024-08-30,3.38,5,255,44,STR-OPLI-21-000968
714079107989091017,"3BR/2.5BA home-AC, pet friendly, central location!",289940646,Alex And Julia,Rainier Valley,Mount Baker,47.57431,-122.29424,Entire home/apt,164,1,99,2024-08-28,4.34,1,25,28,STR-OPLI-22-001803
714099311904999256,Squeaky clean trendy studio with AC & 90 walkscore,18762072,Tony,West Seattle,North Admiral,47.57285,-122.38945,Entire home/apt,,1,91,2024-09-20,3.77,3,0,46,STR-OPLI-22-001331
714420306156972588,Classic Craftsman in a Bustling Neighborhood,62136985,Olivia,Beacon Hill,North Beacon Hill,47.57471,-122.31347,Entire home/apt,241,2,9,2023-09-04,0.37,1,229,0,STR-OPLI-22-001463
714582222894955063,Cheerful 1 private bedroom w/ individual bathroom,50912556,Jun,Ballard,West Woodland,47.66397,-122.36806,Private room,90,30,0,,,1,362,0,
715064952363014230,Wilde Abode - quaint 1BR guesthouse w/ hot tub,407287987,Ashley,Other neighborhoods,Wedgwood,47.69172,-122.28705,Entire home/apt,111,2,58,2024-07-28,2.56,1,221,34,STR-OPLI-22-001747
715115194089859580,Charming light-filled cottage near airport & DT,28420265,Sherry,Beacon Hill,South Beacon Hill,47.53520408479243,-122.2880266734553,Entire home/apt,110,2,15,2024-08-26,0.61,44,293,12,STR-OPLI-24-000070
715128639757286605,"Charming, 3 Bedroom Home , WIFI , Jacuzzi",459759856,Ruben,Beacon Hill,Mid-Beacon Hill,47.55914,-122.30682,Entire home/apt,250,2,12,2024-06-23,0.58,3,343,1,STR-OPLI-22-000967
715138681248849363,Cozy 2bdr Apt-A at heart of Capitol,267570604,Capitol Hill Vacation,Capitol Hill,Broadway,47.617173,-122.313893,Entire home/apt,201,1,36,2024-09-08,1.50,1,305,18,STR-OPLI-22-001474
715262634450370999,Pike Place Retreat with Luxury Amenities,15476414,Kurt,Downtown,Pike-Market,47.60902512940092,-122.33883632638931,Entire home/apt,210,6,34,2024-09-04,1.43,1,66,13,STR-OPLI-22-001480
715565164087321461,Sky Cloud Room on the Top of the World,6137030,Stephen,Other neighborhoods,Phinney Ridge,47.67481,-122.35763,Private room,90,1,42,2024-09-04,1.72,5,88,22,STR-OPLI-21-001075
715567467227513491,Tippy Very Top of the World,6137030,Stephen,Other neighborhoods,Phinney Ridge,47.67668,-122.35723,Private room,88,1,41,2024-09-08,1.69,5,87,18,STR-OPLI-21-001075
715570064642554038,Great Room at the Top of the World,6137030,Stephen,Other neighborhoods,Phinney Ridge,47.67603,-122.35592,Private room,101,1,27,2024-08-12,1.10,5,89,16,STR-OPLI-21-001075
716105791819974584,Bright bedroom with blackout curtains,38082225,Cecilia,Northgate,Haller Lake,47.73273,-122.33946,Private room,56,4,11,2024-09-17,0.58,3,349,5,STR-OPLI-19-003467
716132260196387150,Phinney Cottage,2390345,Heidi,Other neighborhoods,Phinney Ridge,47.67621684781898,-122.35768252343084,Entire home/apt,120,2,50,2024-09-17,2.52,1,204,24,STR-OPLI-23-001173
716194393629139034,Capitol Hill hide away 1 bedroom with parking spot,5112492,Leah,Capitol Hill,Broadway,47.62175,-122.32426,Entire home/apt,66,30,5,2024-08-11,0.25,4,132,3,
716248998900052192,"Urban Oasis: 3BR3BTH w/Rooftop and View, Fireplace",314324381,Sophari,Central Area,Atlantic,47.58736864319667,-122.29936160078158,Entire home/apt,309,3,40,2024-08-25,1.84,11,216,23,STR-OPLI-22-001802
716645613537889972,Lake Cabin,181507273,Shante,Other neighborhoods,Bitter Lake,47.72549009999999,-122.3527015,Entire home/apt,500,3,19,2024-09-02,0.86,1,304,8,STR-OPLI-22-001498
716810291088512459,Former Speakeasy; Cool and Cozy,116638415,Zack,Rainier Valley,Dunlap,47.52917199835117,-122.2744815650711,Entire home/apt,135,1,25,2024-09-02,3.35,1,76,25,STR-OPLI-23-001120
717371243417279210,Lovely private room by light rail station,148119462,Michelle,Rainier Valley,Dunlap,47.52824,-122.27853,Private room,68,2,70,2024-09-04,2.87,5,319,21,STR-OPLI-22-000703
718013256852667303,"Cozy, quiet, 2 bedroom MIL with bonus office space",225137488,Ariana,Rainier Valley,Columbia City,47.55268,-122.28776,Entire home/apt,114,2,4,2024-06-13,0.18,1,276,2,STR-OPLI-22-001884
718480007706893390,"Cozy Industrial Home in Ballard, Walk Score 95!",97872694,Jennifer,Ballard,Adams,47.674376838965735,-122.38478132848356,Entire home/apt,344,2,57,2024-09-20,3.17,1,86,32,STR-OPLI-23-000234
718848223590504534,Cozy 4 beds Ballard House w/Private Yard & Balcony,458295751,Emma,Ballard,Whittier Heights,47.6803,-122.36865,Entire home/apt,209,3,50,2024-08-27,2.06,10,80,20,STR-OPLI-22-001402
719848023866619655,2-bd Home Near Downtown & Space Needle,123604493,Brian,Queen Anne,East Queen Anne,47.63558,-122.34547,Entire home/apt,245,4,3,2024-06-16,0.15,2,61,1,STR-OPLI-22-000209
720532305259128033,Private room Cartagena inspired in West Seattle,3264544,Fabio,Delridge,Highland Park,47.52253,-122.35399,Private room,81,2,37,2024-09-02,1.53,6,264,10,STR-OPLI-19-002360
720532657948979027,Private suite Santorini inspired in West Seattle,3264544,Fabio,Delridge,Highland Park,47.52309,-122.35201,Private room,93,2,52,2024-09-03,2.14,6,162,20,STR-OPLI-19-002360
720938487731280713,Modern 1BR Condo w/ Stunning Waterfront Views,441260321,World Class,Downtown,Central Business District,47.603376313434886,-122.33904394330902,Entire home/apt,152,60,3,2024-08-10,0.45,2,216,3,
720991784118362080,Queen Anne Apartment w/ Patio,59602023,Giselle,Queen Anne,East Queen Anne,47.62968136861372,-122.3549369370338,Entire home/apt,198,2,7,2024-09-08,4.38,1,256,7,STR-OPLI-24-000553
721023418131839701,Central to Stadium & Cruise Dock 2BRLoft EV+Park,1530338,Alice,Queen Anne,West Queen Anne,47.63639,-122.3699,Entire home/apt,191,2,113,2024-09-05,4.68,2,162,45,STR-OPLI-22-001552
721193316867257429,"Spacious, Beautiful Eco-Retreat in NE Seattle!",64654637,Brendan And Jena,Lake City,Victory Heights,47.70417,-122.3077,Entire home/apt,130,3,30,2024-09-13,1.28,1,350,19,STR-OPLI-22-001472
721273236750845074,•The Terminal Lounge• Around the world experience,177935869,Keith,Delridge,South Delridge,47.53338,-122.35889,Entire home/apt,160,2,156,2024-09-07,6.43,1,264,83,STR-OPLI-22-001475
721296039832854145,Modern Home near UW & Seattle Childrens w/ Rooftop,408824836,Amanda,Other neighborhoods,Laurelhurst,47.66742,-122.28013,Entire home/apt,181,2,49,2024-09-20,2.15,1,188,31,STR-OPLI-22-001482
721596176095808963,Stunning Queen Anne House w/ Private Patio!,121688409,Evolve,Queen Anne,East Queen Anne,47.63332,-122.35511,Entire home/apt,199,2,56,2024-09-09,2.41,34,311,21,STR-OPLI-22-000676
721618783220030332,"Blueground | S Lake Union, laundry & roof",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,174,31,0,,,321,264,0,
721714332998954930,Lovely 2-br Convention Center Condo - Free Parking,575875,Jeff,Capitol Hill,Broadway,47.61296,-122.33052,Entire home/apt,166,1,127,2024-09-02,5.49,1,114,76,STR-OPLI-22-001535
721851404898922452,Picturesque & Quiet ~ 10mins to Downtown - 104,436672049,Laura,Central Area,Atlantic,47.6006138352383,-122.3054382468582,Entire home/apt,137,2,32,2024-09-15,1.39,12,74,23,STR-OPLI-22-001370
721977769947102749,4-Story Modern Townhouse for 6 in Seattle,319261569,Max,Delridge,South Delridge,47.52577770154004,-122.36142323697314,Entire home/apt,173,2,83,2024-09-02,3.52,1,332,41,STR-OPLI-22-001536
722011166525739291,"Greenlake Getaway - Central Location, Rooftop & AC",92895122,Ivory,Other neighborhoods,Wallingford,47.66217,-122.34292,Entire home/apt,203,2,56,2024-09-19,2.40,1,359,20,STR-OPLI-22-001641
722325065569298683,Luxury King Suite w/ Mt. Rainier Views in Fremont,66730429,Abbey,Other neighborhoods,Fremont,47.65938,-122.3493,Entire home/apt,212,1,64,2024-09-13,2.79,1,79,12,STR-OPLI-22-001646
722325373624649718,Lovely 1 bedroom loft-like private unit,37686877,Kelly,Ballard,Loyal Heights,47.68506,-122.37789,Entire home/apt,112,2,124,2024-09-18,5.16,1,91,79,STR-OPLI-22-001550
722344918339868585,ARIA - Luxe 1BR Condo w/ Stunning Waterfront Views,441260321,World Class,Downtown,Central Business District,47.60488,-122.33912,Entire home/apt,152,60,4,2023-08-12,0.18,2,174,0,
722572069341006998,Modern | Relaxing garden | Sauna | 3BR | Ballard,36895981,Jongwoo,Other neighborhoods,Crown Hill,47.69588,-122.37586,Entire home/apt,290,2,59,2024-07-25,2.51,2,28,36,STR-OPLI-22-001612
723112285343465725,Sunnyside Studio on Green Lake,340706410,Vince,Other neighborhoods,Green Lake,47.68522,-122.32808,Entire home/apt,152,1,130,2024-08-25,5.45,100,6,43,STR-OPLI-22-001667
723496840192668662,Modern gateway to character-rich Madison Valley,456579564,Tyler,Capitol Hill,Stevens,47.62406545822451,-122.29710571467876,Entire home/apt,225,30,38,2023-09-26,1.58,3,79,2,STR-OPLI-22-001500
724090911193903163,"New Modern Scandinavian House, Convenient Location",346304839,Darcie,Northgate,North College Park,47.70360609428128,-122.33636556931152,Entire home/apt,175,1,44,2024-09-05,2.27,1,74,36,STR-OPLI-23-000964
724108650645016395,Nice 2 bed/1 bath with fenced-in backyard,481037708,Haritha,Northgate,Haller Lake,47.72640875972687,-122.34137919441822,Entire home/apt,90,80,0,,,1,210,0,
724599798020380152,Luxurious Craftsman in Columbia City,68052625,Maura,Rainier Valley,Columbia City,47.56037,-122.27748,Entire home/apt,170,30,0,,,2,324,0,
724622292907650906,"5.Studio near Capitol Hill/ First Hill, Seattle",220390118,Sarom,Downtown,First Hill,47.61076,-122.32276,Entire home/apt,,30,3,2023-12-01,0.20,10,5,1,
724635589008399444,Very specious Apt in heart of Wallingford,217250303,Ravi,Other neighborhoods,Wallingford,47.65301,-122.33757,Entire home/apt,141,1,43,2024-09-19,1.79,2,160,20,STR-OPLI-22-001578
724758795134613886,Luxe 1-Bed Airbnb: Elite Retreat,25354312,Hossein,Other neighborhoods,Crown Hill,47.69821,-122.36868,Entire home/apt,120,2,39,2024-09-13,7.27,1,66,39,STR-OPLI-24-000350
724777059313424470,"Historic Garden Unit by Restaurants, Zoo, Coffee!",3949119,Robin,Other neighborhoods,Greenwood,47.68548,-122.35465,Entire home/apt,175,2,26,2024-05-04,1.22,3,82,13,STR-OPLI-23-000049
725081295900758752,"Blueground | S Lake Union, laundry & roof",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,180,31,0,,,321,173,0,
725082007362318211,"Blueground | S Lake Union, laundry & roof",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,171,31,0,,,321,260,0,
725082269052010313,"Blueground | S Lake Union, laundry & roof",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,173,31,2,2024-09-07,0.15,321,190,1,
725615066199835866,"Alki Beach, Waterfront Retreat- Extended Stay",18771201,Preet,West Seattle,Alki,47.58877,-122.39398,Entire home/apt,155,30,7,2024-08-31,0.46,2,274,6,
725803969900793258,"Blueground | S Lake Union, laundry & roof",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,169,31,0,,,321,274,0,
726077875554763522,Beautiful Modern Farmhouse near DT w/6 queen rooms,28420265,Sherry,Beacon Hill,South Beacon Hill,47.53542,-122.29001,Entire home/apt,228,2,42,2024-09-08,1.88,44,296,27,STR-OPLI-24-000070
726216486954954873,Urban cottage near Alki beach and downtown,446794582,Lamont,Delridge,Roxhill,47.5342274,-122.3709223,Entire home/apt,90,2,37,2024-09-08,1.63,1,359,15,STR-OPLI-22-001625
726344593677221432,"Sunny Side Up | AC, Hot Tub, Parking, New&Stylish",353157781,Lane,Other neighborhoods,Crown Hill,47.69576,-122.36733,Entire home/apt,148,2,119,2024-09-18,5.11,5,0,70,STR-OPLI-22-001376
726931005408593666,"The Sauna Spot: Modern Stay, Private Patio & Sauna",48427505,Sophie,West Seattle,Seaview,47.55244,-122.3884,Entire home/apt,115,2,89,2024-09-16,3.74,1,182,43,STR-OPLI-22-001607
727115792213831893,Cozy 2-bedroom Greenlake home,4974783,Chuti,Other neighborhoods,Wallingford,47.67061,-122.33368,Entire home/apt,,2,11,2024-06-01,0.47,1,0,1,STR-OPLI-22-001470
727170456732557832,Center UW Comfy walk to Link Spacious 103,3074414,Melissa,University District,University District,47.66079,-122.31503,Entire home/apt,115,30,1,2022-10-11,0.04,129,293,0,STR-OPLI-19-002641
727692287785252313,NEW Sophari 3BR 2Bth Central Location | FastWifi,314324381,Sophari,Beacon Hill,North Beacon Hill,47.57136,-122.31346,Entire home/apt,277,1,4,2024-07-11,0.17,11,360,3,STR-OPLI-22-001148
727717636212032634,Sweet home,481718426,Haymanot,Northgate,Haller Lake,47.73344002103855,-122.33686411202508,Entire home/apt,198,30,8,2023-10-30,0.55,1,364,2,STR-OPLI-23-000730
728229788835608785,Simple Belltown 1-bedroom condo w/ pool,7175330,Liz,Downtown,Belltown,47.6146099,-122.3481079,Entire home/apt,133,25,3,2023-10-10,0.16,1,55,1,STR-OPLI-23-000118
729244438696228034,Spacious 2 Bedroom Condo with Pool & Free Parking!,386420269,Kathryn And Mike,Downtown,Belltown,47.61511,-122.34735,Entire home/apt,327,2,59,2024-08-09,2.48,30,347,27,STR-OPLI-22-001748
729400436027692831,Modern | Relaxing PATIO | 2BR w/ full kitchen,36895981,Jongwoo,Other neighborhoods,North Beach/Blue Ridge,47.69767,-122.37685,Entire home/apt,,3,51,2024-01-31,2.18,2,0,10,STR-OPLI-22-001612
729465167522962278,"Blueground | S Lake Union, laundry & roof",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,276,31,0,,,321,249,0,
729656807804791611,The Golden Serene- Wi-Fi & FREE Parking,451292470,Opulent Living Homes,Rainier Valley,Dunlap,47.52296,-122.26621,Entire home/apt,97,2,5,2023-10-08,0.22,1,179,1,STR-OPLI-24-000946
729935555656834249,Adorable 2-bed room at the center of Columbia City,135941922,Genanew,Rainier Valley,Columbia City,47.56106,-122.29107,Entire home/apt,99,7,16,2024-08-11,0.68,2,33,3,STR-OPLI-22-001623
730145056026980286,"Blueground | Capitol Hill, w/d, gym & roof, nr I-5",107434423,Blueground,Capitol Hill,Broadway,47.6146542,-122.3223223,Entire home/apt,199,31,2,2023-09-29,0.10,321,234,1,
730341297163248416,Beautiful 3-Bedroom Townhouse with Onsite Parking,275281791,Maureen,Other neighborhoods,Wedgwood,47.69039,-122.30651,Entire home/apt,125,30,11,2023-09-09,0.50,1,113,0,STR-OPLI-22-001632
730923300407571962,"Blueground | S Lake Union, laundry & roof, nr lake",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,275,31,0,,,321,248,0,
730958416698466965,Bright 1BR–AptB at heart of Capitol,294452201,NOLA LuXury Residences,Capitol Hill,Broadway,47.617173,-122.313893,Entire home/apt,199,30,18,2024-08-17,0.76,2,349,10,STR-OPLI-19-235656
730971126112675161,Studio in heart of Capitol Hill – Apt D,294452201,NOLA LuXury Residences,Capitol Hill,Broadway,47.61695,-122.31317,Entire home/apt,140,30,41,2024-08-14,1.75,2,334,22,STR-OPLI-22-001474
731156195335647402,Modern Chic LUXE Residence | Minutes to Airport,482379156,Tuyet,Delridge,Riverview,47.534944217685656,-122.34957317354126,Entire home/apt,129,30,50,2024-08-17,2.22,1,335,24,STR-OPLI-22-000865
731928131829496743,Light Filled Seattle Bungalow,28621343,Jane,Other neighborhoods,Phinney Ridge,47.669118475808595,-122.35697916008255,Entire home/apt,149,2,70,2024-09-13,3.53,2,334,29,STR-OPLI-23-000019
732589696029347812,Luxurious Lake Washington waterfront home,32995717,Alex,Rainier Valley,Rainier Beach,47.51596,-122.25345,Entire home/apt,425,99,0,,,1,365,0,STR-OPLI-22-001143
732717115244390277,Charm of Queen Anne w king bed/patio/pvt parking,2921158,Nandita,Queen Anne,North Queen Anne,47.644918539256196,-122.36342886556662,Entire home/apt,229,2,82,2024-09-15,4.18,2,111,47,STR-OPLI-22-001928
733907133649935991,"Evergreen Townhome Eastlake- Roof Deck, City Views",137016316,Mimi,Cascade,Eastlake,47.6388822,-122.3266588,Entire home/apt,343,2,83,2024-09-15,3.59,1,327,50,STR-OPLI-22-001495
734036455255035071,*Spacious* Historical Capitol Hill Mansion,88019894,Emma,Capitol Hill,Stevens,47.6277248,-122.312253,Entire home/apt,1108,2,33,2024-09-15,1.46,1,337,18,STR-OPLI-21-000907
734125078721035321,Gorgeous 1 Bedroom Space Close to Woodland Park,481443022,Tracy,Other neighborhoods,Phinney Ridge,47.67302,-122.35803,Entire home/apt,135,1,31,2024-09-17,1.33,1,322,15,STR-OPLI-22-001484
734151584921329954,"ADU with Water View, Gardens, Hot Tub",22890946,Eric,West Seattle,Gatewood,47.53998137588935,-122.38200987874403,Entire home/apt,120,2,18,2024-09-15,2.01,1,61,18,STR-OPLI-23-001521
734215552056424817,The Nest on Queen Anne,139750239,Allison,Queen Anne,West Queen Anne,47.63836853221149,-122.37069681286812,Entire home/apt,110,3,32,2024-09-17,2.07,1,136,21,STR-OPLI-23-000345
734373651259042527,Ballard Charm: The Heart of Seattle Life,133715678,Sneha,Ballard,Loyal Heights,47.690419,-122.3841565,Entire home/apt,150,2,12,2024-09-08,0.52,3,99,9,STR-OPLI-22-001385
734544160099025962,"Blueground | S Lake Union, laundry & roof, nr lake",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,175,31,0,,,321,0,0,
734778253152211558,Heart of Capitol Hill 1 BR Urban Gem Great for WFH,4656446,Air Concierge,Capitol Hill,Broadway,47.6229459,-122.3227742,Entire home/apt,132,60,2,2024-08-14,0.14,16,320,1,
734921758628400003,"Steps to UW and Link Station, remodeled cute 1 bdr",3074414,Melissa,University District,University District,47.65865,-122.31793,Entire home/apt,134,30,15,2024-09-19,0.76,129,97,10,STR-OPLI-19-002641
735016650446262242,Cozy & Private 2-Bedroom Home,156548960,Jon,Lake City,Meadowbrook,47.708202617046794,-122.29768414550782,Entire home/apt,,30,30,2023-09-28,1.27,1,0,2,STR-OPLI-22-001675
735046382700278191,Modern work-friendly Ballard home w/ rooftop deck,483104395,Betty And Peng,Ballard,Adams,47.673366992394286,-122.39334174682449,Entire home/apt,261,1,92,2024-08-28,3.97,1,145,54,STR-OPLI-22-001544
735218578890802702,"Blueground | S Lake Union, laundry & roof, nr lake",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,176,31,2,2024-07-15,0.58,321,174,2,
735440879092923028,Remodeled Rambler Near Light Rail Station,487344448,Ricardo,Beacon Hill,North Beacon Hill,47.57862517439946,-122.30655640370483,Entire home/apt,169,3,117,2024-09-08,5.06,17,131,55,STR-OPLI-22-001715
735477557684445136,"Stately Craftsman- Ideal Corporate Stay, DTWN: 1mi",69418856,Sarah,Queen Anne,West Queen Anne,47.63200696877985,-122.37117202392506,Entire home/apt,499,2,8,2024-07-27,0.57,4,92,5,STR-OPLI-22-001577
735477792429469644,Charming! Cottage | Soaking Tub | DTWN <5 mins,69418856,Sarah,Queen Anne,West Queen Anne,47.63362879534821,-122.37050569637519,Entire home/apt,231,2,65,2024-09-14,3.27,4,261,33,STR-OPLI-22-001577
735477879537139311,DTWN: 5 mins  |  High Speed WiFi  |  Pets Welcome!,69418856,Sarah,Queen Anne,West Queen Anne,47.631865007056064,-122.37184839292003,Entire home/apt,257,2,51,2024-07-30,2.60,4,243,17,STR-OPLI-22-001577
735501953134087552,Bodhi’s Bungalow Alki- Basement MIL 2 Blocks Beach,73169693,Dan,West Seattle,Alki,47.575792654886015,-122.4123340845108,Entire home/apt,118,1,118,2024-09-02,5.02,1,311,75,STR-OPLI-22-001661
735774203211451475,New Seattle Luxe Home with Stunning Ocean Views!,481289627,Jennifer,Magnolia,Briarcliff,47.64873199125715,-122.41531904550781,Entire home/apt,785,4,69,2024-08-26,3.02,1,331,38,STR-OPLI-22-001665
735966020555767921,"Blueground | S Lake Union, laundry & roof, nr lake",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,275,31,0,,,321,219,0,
735966623684952664,"Blueground | S Lake Union, laundry & roof, nr lake",107434423,Blueground,Cascade,South Lake Union,47.62028770000001,-122.3407099,Entire home/apt,176,31,0,,,321,116,0,
736110334813185182,Bruno's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67838189354712,-122.37458587969444,Private room,132,1,41,2024-09-02,1.75,100,349,15,STR-OPLI-22-001819
736135747131692699,"West Seattle farmhouse, mountain and sound views",42249183,Amanda,West Seattle,Seaview,47.55053,-122.39293,Entire home/apt,199,21,1,2023-10-09,0.09,2,59,1,STR-OPLI-23-000901
736299168793066976,Beautiful Beacon Hill*King Beds*W/D*Fast Wi-Fi,468209555,Christine,Beacon Hill,North Beacon Hill,47.5814208,-122.3156765,Entire home/apt,77,30,1,2023-12-09,0.10,5,138,1,
736364729049920996,Cozy and Modern Home | Parking and City View,398317720,Joanne,Other neighborhoods,Fremont,47.65976,-122.35209,Entire home/apt,221,1,63,2024-08-29,2.67,68,307,25,STR-OPLI-22-001491
736384155049297627,2 Br Art Loft @ Wa Na Wari,205814540,Inye,Central Area,Mann,47.61148,-122.30209,Entire home/apt,130,2,48,2024-09-02,2.08,1,317,33,STR-OPLI-19-002073
736473066962729340,Sunny Patio & Park Views - Two Seasons Townhome,76642600,Caitlin,Other neighborhoods,Fremont,47.66027032673221,-122.361482062515,Entire home/apt,309,3,10,2024-05-24,0.45,6,131,1,STR-OPLI-19-001538
736497409503077321,Bright 2-bedroom townhouse with free parking,478471527,Gabriela,Magnolia,Lawton Park,47.65052,-122.40166,Entire home/apt,257,3,35,2024-09-15,1.51,1,359,15,STR-OPLI-22-001525
737077670173873157,Seattle Getaway: Modern 4BR Close to Airport/City,72316289,Thien,Beacon Hill,Mid-Beacon Hill,47.56271,-122.31468,Entire home/apt,301,1,49,2024-04-13,2.14,5,359,8,STR-OPLI-23-000431
